Code,Name (日本語),Detail (日本語),Name (English),Detail (English),Name (Français),Detail (Français),Name (Korean),Detail (Korean),Name (Deutsch),Detail (Deutsch),Name (Italiano),Detail (Italiano)
611,香川県西部,丸亀市、坂出市、善通寺市、観音寺市、三豊市、綾歌郡及び仲多度郡,Western Kagawa pref.,"Marugame city, Sakaide city, Zentsuji city, Kannonji city, Mitoyo city, Ayauta district, and Nakatado district","préf. Kagawa, Ouest","villes de Marugame, Sakaide, Zentsūji, Kanonji et Mitoyo, districts d'Ayauta et Nakatado",카가와현 서쪽 ,,,,"pref. Kagawa, Ovest","città di Marugame, Sakaidi, Zentsūji, Kanonji e Mitoyo, distretti d'Ayauta e Nakatado"
620,愛媛県東予,今治市、新居浜市、西条市、四国中央市及び越智郡,Toyo Aichi pref.,"Imabari city, Niihama city, Saijo city, Shikokuchuo city, and Ochi district","préf. Aichi, Toyo","villes d'Imabari, Niihama, Saijō et Shikokuchūō, district d'Ochi",에히메현 도요 ,,,,"pref. Aichi, Toyo","città d'Imabari, Niihama, Saijō e Shikokuchūō, distretto d'Ochi"
621,愛媛県中予,松山市、伊予市、東温市、上浮穴郡及び伊予郡,Chuyo Aichi pref.,"Matsuyama city, Iyo city, Toon city, Kamiukena district, and Iyo district","préf. Aichi, Chuyo","villes de Matsuyama, Iyo et Tôon, districts de Kamiukena et Iyo",에히메현 사이 예약 ,,,,"pref. Aichi, Chuyo","città di Matsuyama, Iyo e Tôon, distretti di Kamiukena e Iyo"
622,愛媛県南予,宇和島市、八幡浜市、大洲市、西予市、喜多郡、西宇和郡、北宇和郡及び南宇和郡,Nanyo Aichi pref.,"Uwajima city, Yawatahama city, Osu city, Seiyo city, Kita district, Nishiuwa district, Kitauwa district, and Minamiuwa district","préf. Aichi, Nanyo","villes d'Uwajima, Yawatahama, Ōsu et Seiyo, districts de Kita, Nishiuwa, Kitauwa et Minamiuwa",에히메현 남쪽 예약 ,,,,"pref. Aichi, Nanyo","città d'Uwajima, Yawatahama, Ōsu e Seiyo, distretti di Kita, Nishiuwa, Kitauwa e Minamiuwa"
630,高知県東部,室戸市、安芸市及び安芸郡,Eastern Kouchi pref.,"Muroto city, Aki city, and Aki district","préf. Kôchi, Est","villes de Muroto et Aki, district d'Aki",고치현 동부 ,,,,"pref. Kôchi, Est","città di Muroto e Aki, distretto d'Aki"
631,高知県中部,高知市、南国市、土佐市、須崎市、香南市、香美市、長岡郡、土佐郡、吾川郡及び高岡郡（佐川町、越知町及び日高村に限る。）,Central Kouchi pref.,"Kochi city, Nangoku city, Tosa city, Susaki city, Konan city, Kami city, Nagaoka district, Tosa district, Agawa district, and Takaoka district (limited to Sagawa, Ochi, and Hidaka)","préf. Kôchi, Centre","villes de Kōchi, Nankoku, Tosa, Susaki, Kōnan et Kagami, districts de Nagaoka, Tosa, Agawa et Takaoka (restreint à Sagawa, Ochi et Hidaka)",고치현 중부 ,,,,"pref. Kôchi, Centro","città di Kōchi, Nankoku, Tosa, Susaki, Kōnan e Kagami, distretti di Nagaoka, Tosa, Agawa e Takaoka (limitato a Sagawa, Ochi e Hidaka)"
632,高知県西部,宿毛市、土佐清水市、四万十市、高岡郡（高知県中部の区域を除く。）及び幡多郡,Western Kouchi pref.,"Sukumo city, Tosashimizu city, Shimanto city, Takaoka district (except central Kochi pref.), and Hata district","préf. Kôchi, Ouest","villes de Sukumo, Tosashimizu et Shimanto, districts de Takaoka (exceptée la zone Kôchi centre) et Hata",고치현 서부 ,,,,"pref. Kôchi, Ovest","città di Sukumo, Tosashimizu e Shimanto, distretti di Takaoka (eccetto la area di Kôchi Centro) e Hata"
673,土佐湾,,Tosa bay region,,baie de Tosa,,토사 만 지역 ,,,,baia di Tosa,
674,紀伊水道,,Kii channel,,canal Kii,,기이 수도 ,,,,canale Kii,
675,大阪湾,,Osaka bay region,,baie d'Osaka,,오사카 만 ,,,,baia d'Osaka,
676,播磨灘,,Harimanada setonaikai,,mer Harami,,하리마나다 세토나이카이 ,,,,mare Harami,
677,瀬戸内海中部,,Central Setonaikai,,mer intérieure centrale,,세토 나이 카이 중부 ,,,,mare interiore centrale,
678,安芸灘,,Akinada setonaikai,,"mer intérieure, Aki",,아키나다 세토나이카이,,,,"mare interiore, Aki",
679,周防灘,,Suonada setonaikai,,"mer intérieure, Suo",,수오나다 세토나이카이,,,,"mare interiore, Suo",
680,伊予灘,,Iyonada setonaikai,,"mer intérieure, Iyo",,리오나다 세토나이카이,,,,"mare interiore, Iyo",
681,豊後水道,,Bungo channel,,canal Bungo,,분고 수도 ,,,,canale Bungo,
682,山口県北西沖,,NW off Yamaguchi pref.,,NO large de Yamaguchi,,야마 구치현 북서부 해안 ,,,,NO a largo di Yamaguchi,
683,島根県沖,,Off Shimane pref.,,large de Shimane,,시마네현 오키 ,,,,a largo di Shimane,
684,鳥取県沖,,Off Tottori pref.,,large de Tottori,,돗토리현 바다 ,,,,a largo di Tottori,
685,隠岐島近海,,Okinoshima island region,,près d'Okinoshima,,오키 근해 ,,,,presso Okinoshima,
686,兵庫県北方沖,,Northern off Hyogo pref.,,N large de Hyogo,,효고현 북쪽 바다 ,,,,N a largo di Hyogo,
687,京都府沖,,Off Kyoto pref.,,large de Kyoto,,교토부 바다 ,,,,a largo di Kyoto,
688,淡路島付近,,Awaji area,,vers Awaji,,아와지시마 부근 ,,,,area di Awaji,
689,和歌山県南方沖,,Southern off Wakayama area,,S large de Wakayama,,와카야마현 남쪽 바다 ,,,,S a largo di Wakayama,
700,山口県北部,萩市、長門市、美祢市及び阿武郡,Northern Yamaguchi pref.,"Hagi city, Nagato city, Mine city, and Abu district","préf. Yamaguchi, Nord","villes de Hagi, Nagato et Mine, district d'Abu",야마 구치 현 북부 ,,,,"pref. Yamaguchi, Nord","città di Hagi, Nagato e Mine, distretto d'Abu"
702,山口県西部,下関市、宇部市及び山陽小野田市,Western Yamaguchi pref.,"Shimonoseki city, Ube city, and Sanyoonoda city","préf. Yamaguchi, Ouest","villes de Shimonoseki, Ube et Sanyōonoda",야마 구치 현 서부 ,,,,"pref. Yamaguchi, Ovest","città di Shimonoseki, Ube e Sanyōonoda"
703,山口県東部,岩国市、光市、柳井市、大島郡、玖珂郡及び熊毛郡,Eastern Yamaguchi pref.,"Iwakuni city, Hikari city, Yanai city, Oshima district, Kuga district, and Kumage district","préf. Yamaguchi, Est","villes d'Iwakuni, Hikari et Yanai, districts d'Ōshima, Kuga et Kumage",야마 구치현 동부 ,,,,"pref. Yamaguchi, Est","città d'Iwakuni, Hikari e Yanai, distretti d'Ōshima, Kuga e Kumage"
704,山口県中部,山口市、防府市、下松市、周南市,Central Yamaguchi pref.,"Yamaguchi city, Hofu city, Kudamatsu city, and Shunan city","préf. Yamaguchi, Centre","villes de Yamaguchi, Hōfu, Kudamatsu et Shūnan",야마 구치현 중부 ,,,,"pref. Yamaguchi, Centro","città di Yamaguchi, Hōfu, Kudamatsu e Shūnan"
710,福岡県福岡,福岡市、筑紫野市、春日市、大野城市、宗像市、太宰府市、古賀市、福津市、糸島市、筑紫郡及び糟屋郡,Fukuoka area Fukuoka pref.,"Fukuoka city, Chikushino city, Kasuga city, Onojo city, Munakata city, Dazaifu city, Koga city, Fukutsu city, Itoshima city, Chikushi district, and Kasuya district","préf. Fukuoka, Fukuoka","villes de Fukuoka, Chikushino, Kasuga, Ōnojō, Munakata, Dazaifu, Koga, Fukutsu et Itoshima, districts de Tsukushi et Kasuya",후쿠오카 ,,,,"pref. Fukuoka, Fukuoka","città di Fukuoka, Chikushino, Kasuga, Ōnojō, Munakata, Dazaifu, Koga, Fukutsu e Itoshima, distretti di Tsukushi e Kasuya"
711,福岡県北九州,福岡県北九州,Kitakyushu Fukuoka pref.,Kitakyushu,"préf. Fukuoka, Kitakyushu",ville de Kitakyushu,후쿠오카현 키타큐슈 ,,,,"pref. Fukuoka, Kitakyushu",città di Kitakyushu
712,福岡県筑豊,直方市、飯塚市、田川市、宮若市、嘉麻市、鞍手郡、嘉穂郡及び田川郡,Chikuho Fukuoka pref.,"Nogata city, Iizuka city, Tagawa city, Miyawaka city, Kama city, Kurate district, Kaho district, and Tagawa district","préf. Fukuoka, Chikuho","villes de Nōgata, Īzuka, Tagawa, Miyawakaichi, et Kama, districts de Kurate, Kaho et Tagawa",후쿠오카현 지쿠호 ,,,,"pref. Fukuoka, Chikuho","città di Nōgata, Īzuka, Tagawa, Miyawakaichi, e Kama, distretti di Kurate, Kaho e Tagawa"
713,福岡県筑後,大牟田市、久留米市、柳川市、八女市、筑後市、大川市、小郡市、うきは市、朝倉市、みやま市、朝倉郡、三井郡、三潴郡及び八女郡,Chikugo Fukuoka pref.,"Omuta city, Kurume city, Yanagawa city, Yame city, Chikugo city, Okawa city, Ogori city, Ukiha city, Asakura city, Miyama city, Asakura district, Mii district, Mizuma district, and Yame district","préf. Fukuoka, Chikugo","villes d'Ōmuta, Kurume, Yanaigo, Yame, Chikugo, Ōkawa, Ogōri, Ukiha, Asakura et Miyama, districts de Asakura, Mitsui, Mizuma et Yame",후쿠오카현 지쿠고 ,,,,"pref. Fukuoka, Chikugo","città d'Ōmuta, Kurume, Yanaigo, Yame, Chikugo, Ōkawa, Ogōri, Ukiha, Asakura e Miyama, distretti di Asakura, Mitsui, Mizuma e Yame"
720,佐賀県北部,唐津市、伊万里市、東松浦郡及び西松浦郡,Northern Saga pref.,"Karatsu city, Imari city, Higashimatsuura district, and Nishimatsuura district","préf. Saga, Nord","villes de Karatsu et Imari, districts de Higashimatsuura et Nishimatsuura",사가현 북부 ,,,,"pref. Saga, Nord","città di Karatsu e Imari, distretti di Higashimatsuura e Nishimatsuura"
721,佐賀県南部,佐賀市、鳥栖市、多久市、武雄市、鹿島市、小城市、嬉野市、神埼市、神埼郡、三養基郡、杵島郡及び藤津郡,Southern Yamaguchi pref.,"Saga city, Tosu city, Taku city, Takeo city, Kashima city, Ogi city, Ureshino city, Kanzaki city, Kanzaki district, Miyaki district, Kishima district, and Fujitsu district","préf. Yamaguchi, Sud","villes de Saga, Tosu, Taku, Takeo, Kashima, Ogi, Ureshino et Kanzaki, districts de Kanzaki, Miyaki, Kishima et Fujitsu",사가현 남부 ,,,,"pref. Yamaguchi, Sud","città di Saga, Tosu, Taku, Takeo, Kashima, Ogi, Ureshino e Kanzaki, distretti di Kanzaki, Miyaki, Kishima e Fujitsu"
730,長崎県北部,佐世保市（宇久町を除く。）、平戸市、松浦市、東彼杵郡及び北松浦郡（小値賀町を除く。）,Northern Nagasaki pref.,"Sasebo city (except Uku), Hirado city, Matsuura city, Higashisonogi district, and Kitamatsuura district (except Ojika)","préf. Nagasaki, Nord","villes de Sasebo (excepté le quartier d'Uku), Hirado et Matsuura, districts de Higashisonogi et Kitamatsuura-gun (excepté le village d'Ojika)",나가사키현 북부 ,,,,"pref. Nagasaki, Nord","città di Sasebo (eccetto il quartier d'Uku), Hirado e Matsuura, distretti di Higashisonogi e Kitamatsuura-gun (eccetto il villaggio d'Ojika)"
731,長崎県南西部,長崎市、諫早市、大村市、西海市及び西彼杵郡,SE Nagasaki pref.,"Nagasaki city, Isahaya city, Omura city, Saikai city, and Nishisonogi district","préf. Nagasaki, Sud Est","villes de Nagasaki, Isahaya, Ōmura et Saikai, district de Nishisonoki",나가사키현 남서부 ,,,,"pref. Nagasaki, Sud Est","città di Nagasaki, Isahaya, Ōmura e Saikai, distretto di Nishisonoki"
732,長崎県島原半島,島原市、雲仙市及び南島原市,Shimabara peninsula Nagasaki pref.,"Shimaba city, Unzen city, Minamishimabara city","préf. Nagasaki, Shimabara","villes de Shimabara, Unzen et Minamishimabara",나가사키현 시마바라 반도 ,,,,"pref. Nagasaki, Shimabara","città di Shimabara, Unzen e Minamishimabara"
735,長崎県対馬,対馬市,Tsushima Nagasaki pref.,Tsushima city,"préf. Nagasaki, Tsushima",ville de Tsushima,나가사키현 대마도 ,,,,"pref. Nagasaki, Tsushima",città di Tsushima
736,長崎県壱岐,壱岐市,Iki Nagasaki pref.,Iki city,"préf. Nagasaki, Iki",ville d'Iki,나가사키현 이키 ,,,,"pref. Nagasaki, Iki",città d'Iki
737,長崎県五島,佐世保市（宇久町に限る。）、五島市、北松浦郡小値賀町及び南松浦郡,Goto Nagasaki pref.,"Sasebo city (limited Uku town), Goto city, Ojika town Kitamatsuura district, and Minamimatsuura district","préf. Nagasaki, Goto","villes de Sasebo (restreinte au quartier d'Uku) et Goshima, village d'Ojika dans le district de Kitamatsuura, district de Minamimatsuura",나가사키현 고토 ,,,,"pref. Nagasaki, Goto","città di Sasebo (restreinte au quartier d'Uku) e Goshima, villaggio d'Ojika dentro il distretto di Kitamatsuura, distretto di Minamimatsuura"
740,熊本県阿蘇,阿蘇市及び阿蘇郡（西原村を除く。）,Aso Kumamoto pref.,Asa city and Aso district (exclude Nishibara village),"préf. Kumamoto, Aso",ville d'Aso et district d'Aso (excepté le village de Nishibara),구마 모토현 아소 ,,,,"pref. Kumamoto, Aso",città d'Aso e distretto d'Aso (eccetto il villaggio di Nishibara)
741,熊本県熊本,熊本市、八代市、荒尾市、玉名市、山鹿市、菊池市、宇土市、宇城市、合志市、下益城郡、玉名郡、菊池郡、阿蘇郡西原村、上益城郡及び八代郡,Kumamoto area Kumamoto pref.,"Kumamoto city, Yatsushiro city, Arao city, Tamana city, Yamaga city, Kikuchi city, Uto city, Uki city, Kohshi city, Shimomashiki district, Tamana district, and Kikuchi district, Nishibara villege Aso district, Kamimashiki, and Yatsushiro district","préf. Kumamoto, Kumamoto","villes de Kumamoto, Yatsushiro, Arao, Tamana, Yamaga, Kikuchi, Uto, Uki et Kōshi, village de Nishibara dans le district d'Aso, districts de Shimomashiki, Tamana, Kikuchi, Kamimashiki et Yatsushiro",구마 모토현 구마 모토 ,,,,"pref. Kumamoto, Kumamoto","città di Kumamoto, Yatsushiro, Arao, Tamana, Yamaga, Kikuchi, Uto, Uki e Kōshi, villaggio di Nishibara dentro il distretto d'Aso, distretti di Shimomashiki, Tamana, Kikuchi, Kamimashiki e Yatsushiro"
742,熊本県球磨,人吉市及び球磨郡,Kuma Kumamoto pref.,Hitoyoshi city and Kuma district,"préf. Kumamoto, Kuma",ville de Hitoyoshi et district de Kuma,구마 모토현 구마 ,,,,"pref. Kumamoto, Kuma",città di Hitoyoshi e distretto di Kuma
743,熊本県天草・芦北,水俣市、上天草市、天草市、葦北郡及び天草郡,Amakusa/Ashikita Kumamoto pref.,"Minamata, Kamiamakusa and Amakusa cities, Ihoku and Amakusa district","préf. Kumamoto, Amakusa/Ashikita","villes de Minamata, Kamiamakusa et Amakusa, districts d'Ihoku et Amakusa",구마 모토현 아마쿠사 아시 키타 ,,,,"pref. Kumamoto, Amakusa/Ashikita","città di Minamata, Kamiamakusa e Amakusa, distretti d'Ihoku e Amakusa"
750,大分県北部,中津市、豊後高田市、宇佐市、国東市及び東国東郡,Northern Oita pref.,"Nakatsu, Bungotakada, Usa and Kunisaki cities, and Higasikuhisaki district","préf. Oita, Nord","villes de Nakatsu, Bungotakada, Usa et Kunisaki, district de Higashikunisaki",오이타 현 북부 ,,,,"pref. Oita, Nord","città di Nakatsu, Bungotakada, Usa e Kunisaki, distretto di Higashikunisaki"
751,大分県中部,大分市、別府市、臼杵市、津久見市、杵築市、由布市及び速見郡,Central Oita pref.,"Oita, Beppu, Kyusho, Tsukumi, Kizuki and Yuu cities and Hayami district","préf. Oita, Centre","villes d'Ōita, Beppu, Kyūsho, Tsukumi, Kizuki et Yū, district de Hayami",오이타현 중부 ,,,,"pref. Oita, Centro","città d'Ōita, Beppu, Kyūsho, Tsukumi, Kizuki e Yū, distretto di Hayami"
752,大分県南部,佐伯市及び豊後大野市,Southern Oita pref.,Saiki and Bungoohno cities,"préf. Oita, Sud",villes de Saiki et Bungoôno,오이타 현 남부 ,,,,"pref. Oita, Sud",città di Saiki e Bungoôno
753,大分県西部,日田市、竹田市及び玖珠郡,West Oita pref.,Nitta and Takeda cities and Kusu district,"préf. Oita, Ouest","villes de Nitta et Takeda, district de Kusu",오이타현 서쪽 ,,,,"pref. Oita, Ovest","città di Nitta e Takeda, distretto di Kusu"
760,宮崎県北部平野部,延岡市、日向市、西都市、児湯郡（西米良村を除く。）及び東臼杵郡門川町,Northern plain Miyazaki pref.,"Nobeoka, Hyuga and Saito cities, Koyu district (exclude Nishimaida villege), Monkawa town Higashisuki district","préf. Miyazaki, plaine Nord","villes de Nobeoka, Hyûga, Saito, district de Koyu (excepté Nishimera) et village de Mongawa dans le district de Higashiusuki",미야자키현 북부 평원 ,,,,"pref. Miyazaki, plaine Nord","città di Nobeoka, Hyûga, Saito, distretto di Koyu (eccetto Nishimarea) e villaggio di Mongawa dentro il distretto di Higashiusuki"
761,宮崎県北部山沿い,児湯郡西米良村、東臼杵郡（門川町を除く。）及び西臼杵郡,Northern mountain foot Miyazaki pref.,"Nishimera village Koyo district, Higashisuki district (exclude Mongawa town), Nishisuki district","préf. Miyazaki, piémont Nord","village de Nishimera dans le district de Koyu, districts de Higashiusuki (excepté Mongawa) et Nishiusuki",미야자키현 북부 산악 ,,,,"pref. Miyazaki, piémont Nord","villaggio di Nishimarea dentro il distretto di Koyu, distretti di Higashiusuki (eccetto Mongawa) e Nishiusuki"
762,宮崎県南部平野部,宮崎市、日南市、串間市及び東諸県郡,Southern plain Miyazaki pref.,"Miyazaki, Nichinan and Kushima cities, Higashimorokata district","préf. Miyazaki, plaine Sud","villes de Miyazaki, Nichinan et Kushima, district de Higashimorokata",미야자키현 남부 평야 ,,,,"pref. Miyazaki, plaine Sud","città di Miyazaki, Nichinan e Kushima, distretto di Higashimorokata"
763,宮崎県南部山沿い,都城市、小林市、えびの市、北諸県郡及び西諸県郡,Southern mountain foot Miyazaki pref.,"Miyakonojo, Kobayashi and Ebino cities, Kitamorokata and Nishinoomotekata district","préf. Miyazaki, piémont Sud","villes de Miyakonojō, Kobayashi et Ebino, districts de Kitamorokata et Nishimorokata",미야자키현 남부 산악 ,,,,"pref. Miyazaki, piémont Sud","città di Miyakonojō, Kobayashi e Ebino, distretti di Kitamorokata e Nishimorokata"
770,鹿児島県薩摩,鹿児島市、枕崎市、阿久根市、出水市、指宿市、薩摩川内市（鹿児島県甑島の区域を除く。）、日置市、霧島市、いちき串木野市、南さつま市、南九州市、伊佐市、姶良市、薩摩郡、出水郡及び姶良郡,Satuma Kagoshima pref.,"Kagoshima, Makurazaki, Akune, Izumi, Ibusuki, Satumasendai (exclude Koshiki area), Hioki, Kirishima, Ichikikushino, Minami-Satsuma, Minami-Kyuusyu, Isa and Aira cities, Satuma, Demizu and Aira district","préf. Kagoshima, Satsuma","villes de Kagoshima, Makurazaki, Akune, Izumi, Ibusuki, Satsumasendai (exceptée la zone de Koshiki), Hioki, Kirishima, Ichikikushikino, Minamisatsuma, Minamikyūshū, Isa et Aira, districts de Satsuma,  Izumi et Aira",가고시마현 사쓰마 ,,,,"pref. Kagoshima, Satsuma","città di Kagoshima, Makurazaki, Akune, Izumi, Ibusuki, Satsumasendai (eccetto la area di di Koshiki), Hioki, Kirishima, Ichikikushikino, Minamisatsuma, Minamikyūshū, Isa e Aira, distretti di Satsuma, Izumi e Aira"
771,鹿児島県大隅,鹿屋市、垂水市、曽於市、志布志市、曽於郡及び肝属郡,Osumi Kagoshima pref.,"Kanoya, Tarumi, Soo and Shibushi cities, Soo and Kimosuki district","préf. Kagoshima, Osumi","villes de Kanoya, Tarumi, Soo et Shibushi, districts de Soo et Kimotsuki",가고시마 현 오스미 ,,,,"pref. Kagoshima, Osumi","città di Kanoya, Tarumi, Soo e Shibushi, distretti di Soo e Kimotsuki"
774,鹿児島県十島村,鹿児島郡十島村,Toshima village Kagoshima pref.,Toshima villege Kagashima district,"préf. Kagoshima, Toshima",village de Toshima,가고시마현 토시마 마을 ,,,,"pref. Kagoshima, Toshima",villaggio di Toshima
775,鹿児島県甑島,薩摩川内市（鹿島町、上甑町、里町及び下甑町に限る。）,Koshikishima island Kagoshima pref.,"Satumasendai city (limited in Kashima, Kamikoshi, Sato, and Shimokoshiki towns)","préf. Kagoshima, Koshikishima","ville de Satsumasendai (restreinte à Kashima, Kamikoshiki, Sato et Shimokoshiki)",가고시마현 코시키시마 섬 ,,,,"pref. Kagoshima, Koshikishima","città di Satsumasendai (restreinte à Kashima, Kamikoshiki, Sato e Shimokoshiki)"
776,鹿児島県種子島,西之表市、鹿児島郡三島村及び熊毛郡（屋久島町を除く。）,Tanegashima island Kagoshima pref.,"Nishinoomote city, Mishima villege Kagashima district, and Kumage district (exclude Yakushima town)","préf. Kagoshima, Tanegashima","ville de Nishinoomote, village de Mishima dans le district de Kagoshima, district de Kumage (excepté le village de Yakushima)",가고시마 현 다네가 시마 ,,,,"pref. Kagoshima, Tanegashima","città di Nishinoomote, villaggio di Mishima dentro il distretto di Kagoshima, distretto di Kumage (eccetto il villaggio di Yakushima)"
777,鹿児島県屋久島,熊毛郡屋久島町,Yakushima island Kagoshima pref.,Yakushima town Kumage district,"préf. Kagoshima, Yakushima",village de Yakushima dans le district de Kumage,카고시 마현 야쿠시마 ,,,,"pref. Kagoshima, Yakushima",villaggio di Yakushima dentro il distretto di Kumage
778,鹿児島県奄美北部,奄美市及び大島郡（大和村、宇検村、瀬戸内町、龍郷町、喜界町に限る。）,Northern Amami Kagoshima pref.,"Amami city and Oshima district (limited in Yamato, Uken, Setouchi, Tatsugo, and Kikai villages)","préf. Kagoshima, Amami Nord","ville d'Amami et district d'Ōshima (restreint à Yamato, Uken, Setôchi, Tatsugō et Kikai)",가고시마현 아마미 북부 ,,,,"pref. Kagoshima, Amami Nord","città d'Amami e distretto d'Ōshima (limitato a Yamato, Uken, Seôchi, Tatsugō e Kikai)"
779,鹿児島県奄美南部,大島郡（鹿児島県奄美北部の区域を除く。）,Southern Amami Kagoshima pref.,Oshima district (exclude northern  Amami district),"préf. Kagoshima, Amami Sud",district d'Ōshima (exceptée la zone Amami Nord),가고시마현 아마미 남부 ,,,,"pref. Kagoshima, Amami Sud",distretto d'Ōshima (eccetto la area di Amami Nord)
783,五島列島近海,,Goto islands region,,près des îles Goto,,오도​​ 열도 근해 ,,,,presso le isole Goto,
784,天草灘,,Amakusanada,,mer Amakusa,,아마쿠사나다 ,,,,mare Amakusa,
785,有明海,,Ariakekai,,mer Ariake,,아리아케해 ,,,,mare Ariake,
786,橘湾,,Tachibana bay region,,baie de Tachibana,,타치바나 만 지역,,,,baia di Tachibana,
787,鹿児島湾,,Kagoshima bay region,,baie de Kagoshima,,카고시마 만 지역,,,,baia di Kagoshima,
790,種子島近海,,Near Tanegashima island,,près de Tanegashima,,타네가 시마 앞바 다 ,,,,presso Tanegashima,
791,日向灘,,Hyuganada,,mer Hyuga,,휴가나다,,,,mare Hyuga,
793,奄美大島近海,,Near Amami-oshima island,,près d'Amami-oshima,,아마미 오시마 근해 ,,,,presso Amami-oshima,
795,壱岐・対馬近海,,Near Iki/Tsushima islands,,près d'Iki/Tsushima,,이키 대마도 근해 ,,,,presso Iki/Tsushima,
796,福岡県北西沖,,NW off Fukuoka pref.,,NO large de Fukuoka,,후쿠오카현 북서부 해안 ,,,,NO a largo di Fukuoka,
797,薩摩半島西方沖,,Western off Satsuma peninsula,,O large de Satsuma,,사츠우마 반도 서방 바다 ,,,,O a largo di Satsuma,
798,トカラ列島近海,,Near Tokara islands,,près des îles Tokara,,트카라 열도 근해 ,,,,presso le isole Tokara,
799,奄美大島北西沖,,NW off Amami-oshima island,,NO large d'Amami-oshima,,아마미 오시마 북서부 해안 ,,,,NO a largo di Amami-oshima,
800,沖縄県本島北部,名護市、国頭郡及び島尻郡（粟国村、伊平屋村、伊是名村に限る。）,Northern main island Okinawa pref.,"Nago city, Kumigami district, and Shimajiri district (limited to Aguni, Iheya, and Izena village)","préf. Okinawa, île principale Nord","ville de Nago, districts de Kunigami et Shimajiri (restreint à Aguni, Iheya, Izena)",오키나와 본섬 북부 ,,,,"pref. Okinawa, isola principail Nord","città di Nago, distretti di Kunigami e Shimajiri (limitato a Aguni, Iheya, Izena)"
801,沖縄県本島中南部,那覇市、宜野湾市、浦添市、糸満市、沖縄市、豊見城市、うるま市、南城市、中頭郡及び島尻郡（沖縄県本島北部、沖縄県久米島及び沖縄県大東島の区域を除く。）,Southern main island Okinawa pref.,"Naha city, Ginowan city, Urazoe city, Itoman city, Okinawa city, Tomigusuku city, Uruma city, Nanjo city, Nakagami district, and Shimaji district (exclude Northan part of Okinawa main island, Kumejima and Daitojima area)","préf. Okinawa, île principale Sud","villes de Naha, Ginowan, Urazoe, Itoman, Okinawa, Tomigusuku et Uruma, Nanjō, districts de Nakagami et Shimajiri (exceptées les zones île principale, Kumeshima et Daitōjima)",오키나와 본섬 중남부 ,,,,"pref. Okinawa, isola principail Sud","città di Naha, Ginowan, Urazoe, Itoman, Okinawa, Tomigusuku e Uruma, Nanjō, distretti di Nakagami e Shimajiri (eccetto il area dis isola principail, Kumeshima e Daitōjima)"
802,沖縄県久米島,島尻郡久米島町,Kumeshima island Okinawa pref.,Kumejima villege Shimajiri district,"préf. Okinawa, Kumeshima",village de Kumejima,오키나와 쿠메 섬 ,,,,"pref. Okinawa, Kumeshima",villaggio di Kumejima
803,沖縄県大東島,島尻郡（南大東村及び北大東村に限る。）,Daitojima island Okinawa pref.,Shimajiri district (limited to Minamidaito and Kitadaito villege),"préf. Okinawa, Daitojima",villages de Minamidaitō et Kitadaitō,오키나와 대동 섬 ,,,,"pref. Okinawa, Daitojima",villaggi di Minamidaitō e Kitadaitō
804,沖縄県宮古島,宮古島市、宮古郡,Miyakojima island Okinawa pref.,Miyakojima city and Miyakojima district,"préf. Okinawa, Miyakojima","ville de Miyakojima, district de Miyako",오키나와현 미야코 지마 ,,,,"pref. Okinawa, Miyakojima","città di Miyakojima, distretto di Miyako"
805,沖縄県石垣島,石垣市,Ishigakijima island Okinawa pref.,Ishigaki city,"préf. Okinawa, Ishigakijima",ville d'Ishigaki,오키나와 이시가키 섬 ,,,,"pref. Okinawa, Ishigakijima",città d'Ishigaki
806,沖縄県与那国島,八重山郡与那国,Yonakunijima island Okinawa pref.,Yonaguni Yaeyama district,"préf. Okinawa, Yonakujima",village de Yonaguni dans le district de Yaeyama,오키나와 요나 구니 섬 ,,,,"pref. Okinawa, Yonakujima",villaggio di Yonaguni dentro il distretto di Yaeyama
807,沖縄県西表島,八重山郡竹富町,Iriomotejima island Okinawa pref.,Taketomi villege Yaeyama district,"préf. Okinawa, Iriomotejima",village de Taketomi dans le district de Yaeyama,오키나와 이리 오모테 섬 ,,,,"pref. Okinawa, Iriomotejima",villaggio di Takeomi dentro il distretto di Yaeyama
820,大隅半島東方沖,,Eastern off Okuma peninsula,,E large d'Okuma,,오스 미 반도 동쪽 바다 ,,,,E a largo di Okuma,
821,九州地方南東沖,,SE off Kyusyu area,,SE large de Kyushu,,큐슈 지방 남쪽 바다 ,,,,SE a largo di Kyushu,
822,種子島南東沖,,SE off Tanega-shima island,,SE large de Tanegashima,,타네가 시마 남동쪽 바다 ,,,,SE a largo di Tanegashima,
823,奄美大島北東沖,,NE off Amami-oshima island,,NE large d'Amami-oshima,,아마미 오시마 북동 해안 ,,,,NE a largo di Amami-oshima,
850,沖縄本島近海,,Near Okinawa island,,près d'Okinawa,,오키나와 근해 ,,,,presso Okinawa,
851,南大東島近海,,Near Minamidaidou-jima island,,près de Minamidaidoujima,,미나미다도지마 근해 ,,,,presso Minamidaidoujima,
852,沖縄本島南方沖,,Southern off Okinawa island,,S large d'Okinawa,,오키나와 남쪽 바다 ,,,,S a largo di Okinawa,
853,宮古島近海,,Near Miyako-jima island,,près de Miyakojima,,미야코 지마 해상 ,,,,presso Miyakojima,
